answers
bool,yes,yeah,y,Ya,yess,hm
bool,No,Nah,Nope,N,No thanks,Not now,Not today,not,naw
gender,male
indian,gajender singh @ goldy
indian,supriyal sen
indian,sumit mitra
indian,chandesh
indian,aakash
indian,yash mittal
indian,shivam
indian,hemant
indian,mohan singh
indian,devinder chadda
indian,vikash
indian,badshya khan
indian,kali charan
indian,arindra
indian,sumit
indian,vinit katariya
indian,riyasat ali
indian,sheak shakir
indian,pankaj kumar
indian,sarain
indian,preetam kumar
indian,ram singh
indian,manoj yadav @ manoj
indian,dharam singh
indian,midda
indian,rupesh
indian,chotelal
indian,sevak @ pitambar lal
indian,jaswant singh
indian,raj kumar
indian,mohabbat ali
indian,kausal kumar
indian,moti lal
indian,shiv shakti singh
indian,md. afsar
indian,nausad
indian,arvind kumar yadav
indian,gulshan
indian,dinesh
indian,punit khandelwal
indian,santosh
indian,sparsh
indian,rohit
indian,maansingh aswal
indian,sunder paal
indian,ram kumar
indian,nahar singh
indian,durgesh
indian,rajeev
indian,khursid
indian,aman
indian,chanderpal
indian,gurmit singh
indian,khadak singh
indian,ram dutt gupta
indian,abhi
indian,sanjay
indian,vikram singh
indian,shiv prakash
indian,kasid
indian,kushal
indian,amit
indian,birender mandal
indian,sharat chandran
indian,ramdin verma
indian,barjraj
indian,vijay kuma
indian,arun yadav
indian,aftab
indian,mohd sajad ali
indian,narender singh
indian,ahsan
indian,pushkar koshik
indian,mohd ushama
indian,md. samim
indian,tushar bhaskar
indian,sehzad
indian,lal singh
indian,akbar
indian,vishal @ bittu
indian,mohit chouhan
indian,suraj paswan
indian,surjeet singh
indian,shashank
indian,pooja
indian,hrithik
indian,rajiv
indian,surya narayan mukhiya
indian,dharmandra
indian,anil sharma
indian,shivyalam
indian,raghunandan pawar
indian,mahendra
indian,ranjeet singh
indian,rada sharn
indian,ram babu
indian,shripal
indian,shambhu
indian,sivam
indian,harendra
indian,moni
indian,shagufta
indian,sheikhsai ful
indian,vijay @ pappu
indian,indu shekh
indian,ram chander
indian,altaf
indian,yogesh kumar dhunna
indian,mohd ayub
indian,rinku
indian,jabbar singh
indian,pavan
indian,babulal yadav
indian,ridhakaran sharma
indian,mho najim
indian,ankit kumar
indian,amit sharma
indian,anil
indian,jahid
indian,aatif
indian,ramesh singh
indian,phooleshwar yadav @ babu lal
indian,nashim
indian,shyamlal
indian,anwari
indian,jasbir singh
indian,sanjeev gautam
indian,jasbir
indian,sanjeev @ kaku
indian,arvind kumar
indian,ram milan
indian,mul chand kumawat
indian,devender @ sonu
indian,ratiman
indian,tanveer malik
indian,smt pooja
indian,mohd. shahdab
indian,abrar
indian,aoosaf
indian,surender kumar
indian,mohd sarfraj
indian,deep chand
indian,deepender kumar
indian,jasveer singh
indian,deepchand
indian,mohd jahid
indian,chatan
indian,harichand
indian,sone lal bhanderi
indian,gautam rehan
indian,ankur divedi
indian,teerath singh
indian,shoab jamal
indian,inder singh sawant
indian,raviraj s/o mahaveer singh
indian,neeraj chauhan
indian,yashin @ sukaa
indian,mohd israr
indian,noorjama @ tukun
indian,arif
indian,suwadhin shriwastava
indian,deepak maan
indian,agyapad bhatya
indian,zakir hussain
indian,rajesh
indian,daniel gomes
indian,sachin verma
indian,surender kumar singh
indian,asif
indian,rohit ahlawat
indian,ramprasad
indian,mahipal
indian,shayam
indian,rani ranjan @ golu
indian,nand lal meena
indian,yash
indian,mahaveer
indian,manish maheshwari
indian,dinesh garg
indian,suman
indian,rahul paswan
indian,vijay ghimre
indian,nizamuddin @ monu
indian,pardeep
indian,sanjiv pathak
indian,ameen
indian,sameer khen
indian,babu
indian,nadeem
indian,radha raman
indian,deepak @ deepu
indian,hansraj
indian,parteek
indian,punarjyoti lahiri
indian,gauri visht
indian,monu@arun
indian,ramtek
indian,pancu
indian,bablu singh
indian,mohhmad shahil ragraj
indian,anuj kumar
indian,shyam narain pande
indian,vijay kukreja
indian,smt. pooja
indian,rajaram nayak
indian,jai bhagwan
indian,arvind
indian,aadil sefi
indian,shashikant
indian,randhir ram
indian,sonu mishra
indian,anup kumar misgra
indian,ashutosh
indian,harkesh
indian,ramchander
indian,paul nepal
indian,balwant singh
indian,shyamveer
indian,shayamveer singh
indian,vikarm
indian,shisupal
indian,desh  deepak pandey
indian,puspak kandpal
indian,ajman
indian,chetanram
indian,sameem
indian,daya ram
indian,imran
indian,vinod tiwari
indian,shayam sunder
indian,raj @golu
indian,salin malhotra
indian,manoj jain
indian,yogesh budhiraja
indian,sumit rathi
indian,kapil
indian,partik munchal
indian,jatin
indian,prhalad kumar
indian,sajjan
indian,mh. yameen
indian,anandi lal
indian,harvinder singh sandhu
indian,shiv singh
indian,jabir hussain
indian,ramhetu
indian,sartaj ali
indian,narayan
indian,murari lal maharaj
indian,harsh
indian,rakesh panday
indian,swami nathan
indian,dhramender
indian,prem pal
indian,ram parkash teneja
indian,viney parkash
indian,satyam
indian,sonali
indian,ajay kumar s/o
indian,krishana
indian,sohaib
indian,islam
indian,ram subhak
indian,ansh
indian,shankar lal gopalani
indian,chandrram
indian,harsh @ aman
indian,aarif khan@bablu
indian,nirmal yadav
indian,suraj manda
indian,roshan kumar
indian,virender bhatia
indian,aakash @ sani
indian,deepak kumar
indian,sandeep kumar sharma
indian,shiva kumar
indian,chanden
indian,ganesh singh
indian,farmaan aamin
indian,paras
indian,ramesh chander gupta
indian,bishan ram
indian,dhalchand
indian,yogesh kumar
indian,muneer
indian,divansh
indian,mohak kaul
indian,mithlesh sharma
indian,yogesh shukla
indian,bijender  @ billu
indian,balbir singh
indian,sagar pahwa
indian,sunil kumar singh
indian,riyaz
indian,aakash@multan
indian,sachin chauhan
indian,sunil singh
indian,adi
indian,aditya kasana
indian,saurabh @ monu
indian,dhrmveer singh
indian,sudhir m.no.-8295508258.
indian,bandu khan
indian,anuj
indian,inderjeet kumar
indian,gaurav malik
indian,danish
indian,harison
indian,ravinder singh rana
indian,sharukh
indian,mujaffar s/o musarraf
indian,vipendra singh s/o mahendra singh
indian,prahlad
indian,rahul roy
indian,balwant ray arora
indian,vishal tiwari
indian,prasant
indian,abdul salam
indian,mahender lal
indian,chandra dhar pande
indian,radhey shyam verma
indian,pankaj tomar
indian,jagmal
indian,jitendera singh
indian,sanjay mandal
indian,laksh @ dipanshu
indian,raju rathor
indian,bal bahadur kayanchhaki
indian,vijay pal
indian,anurag
indian,aditya kumar
indian,mukesh kumar
indian,jaiprakash
indian,kamruddin
indian,manjiv singh
indian,kumari ritu
indian,shankar lal
indian,rupender
indian,swapanesh gupta
indian,raja
indian,rahul parikh
indian,gaurav sharam
indian,gaurav raj
indian,tara dutt suyal
indian,lekhraj pahuja
indian,ishwar ram
indian,kalu luhar
indian,sahrukh khan
indian,sandeep thakur
indian,naresh
indian,shail
indian,deepak upadhayaya
indian,dheeraj kumar
indian,cheddi lal
indian,sujeet gupta
indian,ranjit
indian,rajaram
indian,rattan vail
indian,lok nath
indian,ajeet kumar
indian,"punit kumar @ ankur m.no.-7404660980, 9813186044."
indian,aayush
indian,lekhraj
indian,mo. aasif
indian,jay dev jha
indian,arman
indian,deepak @ bholu
indian,shaukat khan
indian,vijay sharma @ khada chand
indian,pankaj baisla
indian,chaterpal @ banti
indian,shubham chauhan
indian,jatin kumar @ jeetu
indian,krishan kishore
indian,sanjeev panday
indian,neeraj
indian,shri kant ghore
indian,khemraj
indian,akram
indian,rinki
indian,surgayan kanwar
indian,sanni singh
indian,rakesh bhatia
indian,dheeraj singh
indian,surender singh
indian,shabuddin shah
indian,praveen
indian,prem giri pradhan ji
indian,ram suresh @ babloo
indian,subhakar @ bablu
indian,sushil kumar
indian,lokesh varma
indian,traun kumar
indian,ranjeet
indian,smt sunita
indian,krishan @kishan
indian,ram narayan meena
indian,firoj
indian,vanish khan
indian,sanni
indian,bhanu pratap singh
indian,sheru khan
indian,ali sher
indian,lalan devi
indian,tarif
indian,prince
indian,chirag
indian,arsh
indian,shyam
indian,kaif
indian,nand kishore
indian,ram naresh yadav
indian,kripal singh
indian,kanhaiya lal
indian,rakesh kumar
indian,uday partap
indian,man singh
indian,devraj
indian,krishan lal gulyani
indian,suresh paswan @ madari
indian,banwari lal bairwa
indian,baksi
indian,pandit ram niwas
indian,sok. mohmad
indian,haider ali
indian,shakti singh
indian,suhail
indian,dheeraj @ montu
indian,mannu yadav
indian,tajuddin
indian,dheeraj  @ montu
indian,brijmohan
indian,tarun sharma
indian,ramkishan gupta
indian,vijay pal singh
indian,same singh
indian,mohd parvez
indian,chandan
indian,durganand
indian,sagar @ takla
indian,ramesh malik
indian,ishant
indian,arjun yadav
indian,sachin kumal taneja
indian,jeeya lal
indian,ashish @ aashu
indian,roshan
indian,sanny kumar
indian,santosh pandey
indian,ajay @mannu
indian,amar singh mahar
indian,mohit chauhan
indian,atul
indian,milap chand
indian,madan jain
indian,sidharath
indian,amil
indian,abhinav vashishat
indian,harsh singhal
indian,lalit
indian,rajesh naydu
indian,ayan khan
indian,shakil
indian,rajneesh kumar
indian,aabid
indian,phirdos alam
indian,sorabh
indian,somender
indian,ravi @ rinkku
indian,chain singh @ ravi
indian,sourav @ sumit
indian,jyoti prakash
indian,samsuddin
indian,shanwaz anwar
indian,atul kumar
indian,krishan gopal
indian,shahrukh
indian,ramsem
indian,gurdarshan singh
indian,rehman khan
indian,murli dhar
indian,suraj kumar
indian,aslam ali
indian,jockyipai
indian,lalit kumar
indian,jitendra kumar
indian,ramsurat
indian,karan bajaj
indian,rampati
indian,sitaram bairwa
indian,angreg singh
indian,ketan
indian,ritik
indian,dharmbir singh
indian,sita ram
indian,lalit rastogi
indian,raman sharma
indian,sardar sarbjeet singh
indian,dheeraj
indian,raghuveer
indian,dr. hema hari pago
indian,firoz
indian,deva
indian,ratikant maghi
indian,aman bhatt
indian,sunder lal
indian,surjeet
indian,lilu
indian,chetan pandey
indian,muntiyaj
indian,om parkash
indian,shri kant
indian,suresh@tinku
indian,dev
indian,pramood
indian,subodh
indian,ravi shankar
indian,dilip
indian,tejvir
indian,bobby
indian,tekchand
indian,tufel
indian,sahdab
indian,nadim
indian,lakhan
indian,piyush
indian,deepak kumar mishra
indian,vikash @ mungeri
indian,komal / kabila
indian,naresh chand @ pappu
indian,khuma ram
indian,abdul rahman
indian,vipulander
indian,hare chatiyan
indian,shashank sharma
indian,bittu paswan
indian,shamshad
indian,abdul rehman
indian,chanchal
indian,leela dhar narang
indian,pankaj ratori
indian,bodh raj @kala
indian,vicky
indian,liyakat ali
indian,sh pratap singh
indian,ram prakash
indian,sarad raghuvansi
indian,rajeev luka
indian,nand kishor
indian,patik@monu
indian,ramesh singh negi
indian,manish @ mukesh
indian,rajender kumar
indian,aarif
indian,mohd siwam
indian,savan
indian,rahul chauhan
indian,aryan prateek
indian,mangat singh
indian,parmod
indian,shyam sunder
indian,mohd imran @ munna
indian,jay kumar
indian,harender
indian,saddam hussain
indian,ashutosh @ deepak
indian,krishan kumar
indian,munender singh
indian,satish
indian,ashok
indian,sugodh kumar
indian,subham @ vikash
indian,amit kumar verma
indian,aashik
indian,pawan singh
indian,deepu
indian,naresh adhikari
indian,jorj vargees
indian,azad ali
indian,badri prsad mishra
indian,son pal@ sonu kumar
indian,asharam
indian,devender singh
indian,sanjeev sharma
indian,ram dutt
indian,ghansyam soni
indian,vinay kumar
indian,madan lal
indian,mayur agarwal
indian,subin sugathan
indian,nitin parkash
indian,kasim ansari
indian,nabav shekh
indian,kunal kishore
indian,armaan @ suvalin
indian,sarthak dadwal
indian,shyam sundra
indian,toquir ali
indian,ajay @ ajju
indian,deepak kamat
indian,masoom
indian,deepak rathore
indian,omprkash
indian,abbas mehndi
indian,vimal kumar
indian,manjeet kumar
indian,pramod
indian,rohit kumar tiwari
indian,ravi parkash solanki
indian,bilal
indian,ishwar
indian,neeraj kishore
indian,shankarlal s/o sukharam
indian,mohd sajim
indian,rajkumar saini s/o madan lal saini
indian,bir singh
indian,manish khandelwal
indian,abhishek yadav
indian,shekher
indian,vinay kumar upadhayay
indian,ritu raj
indian,pancham
indian,vinay
indian,chandan kumar
indian,akshit
indian,manoj  kumar age-24 & satesh  kumar age 18
indian,khimanand
indian,harpal singh
indian,pushpendra singh rathore
indian,dal chand
indian,anoop singh
indian,lakshya chauhan @ lucky
indian,janesh
indian,tikku
indian,mohd. iqbal
indian,kamla prasad
indian,uma shankar
indian,malkeet singh
indian,samadh
indian,ramesh kumar
indian,bhushan sahay
indian,sameer
indian,damanjeet singh
indian,mohit
indian,radheyshyam saini
indian,sri kant
indian,harishankar verma
indian,milan
indian,laxman
indian,tavinder kumar
indian,aasish  kumar
indian,vinod kumar
indian,sohan lal
indian,satnosh
indian,mohd. jafruddin
indian,dalip shah
indian,vishal mishra
indian,arjun singh
indian,sikandar
indian,inderjeet mandal
indian,ranbir
indian,akhil kumar
indian,andhav
indian,akash
indian,ashshwer parsad
indian,hare krishana mishra
indian,harishankar
indian,raju kuswha
indian,saidas
indian,dhananjay
indian,jagdish kalra
indian,prem shaksana
indian,bal kishan @ sonu
indian,sai das
indian,sumit singh
indian,ram gopal urf gopiram meena
indian,vipin pandey
indian,moh  farman
indian,jai parkash
indian,yogender kumar gupta
indian,joria
indian,goutam bhora
indian,pinki gupta
indian,arjun giri
indian,ram dass
indian,zeshan akhtar
indian,dhaney
indian,nitesh
indian,sushil
indian,mohd raja
indian,aaditya yadav
indian,charanjeet singh
indian,aanad sharma
indian,magat ram
indian,dirgaj singh
indian,trilok chand
indian,dhruv kumar
indian,sanaullah
indian,dharmvir
indian,hukam chand
indian,shanawaz
indian,sanjay saini
indian,mohd anwar-ul-haq
indian,sartaj
indian,md irfhan
indian,mahender chaudhary
indian,braham singh urf virmanand
indian,rajpal
indian,nitin @ nishu
indian,farku pujar
indian,biran
indian,yashwant
indian,omender
indian,komal
indian,kawaljeet @ rahul
indian,nar singh thakur
indian,rocky mehto
indian,mohd suhail
indian,ved raj
indian,saleem
indian,bhabhav uniyal
indian,bharat singh
indian,gaurav sukla
indian,khalid ali
indian,paramjeet singh
indian,mukesh goyal
indian,mohan ram
indian,rajeev kumar@ raju
indian,dinesh chauhan
indian,neeraj bhatt
indian,jasvinder kaur @ roji
indian,fakrrudeen
indian,mohd. samsuddin
indian,rahul bhaskar
indian,lucki anand
indian,bhopal
indian,ghanshyam @ sunder
indian,rajeev kumal
indian,kesha sharma
indian,jai ram tiwari
indian,shaurabh
indian,shish pal
indian,mohd jaid
indian,rajiv kumar
indian,prafhool pandey
indian,trilok agrawal
indian,ramji
indian,sahwaj
indian,akram hussain
indian,sudhir gupta
indian,nazir ali
indian,mohd ali @ chanki
indian,tony
indian,bajrangi lal kasyap
indian,shyam lal
indian,netram yadav
indian,chander mehto
indian,rajat
indian,md. imtyaj
indian,jat ram
indian,aasif
indian,harib
indian,sidhrath kumar
indian,tohid
indian,srheeram s/o chimana ram
indian,shakib
indian,ramkesh
indian,amart mewada
indian,khushal  singh
indian,farhan
indian,mohd umar
indian,aashis kumar
indian,chand
indian,dev chopra
indian,sanjay tyagi
indian,punnet
indian,ballu
indian,manish lamba
indian,naresh paswan
indian,satish chawla
indian,prakash
indian,ram siroman
indian,sanu
indian,jubed
indian,shyad furkahn hussain
indian,kewal
indian,ghanshyam balmiki
indian,ramesh megwal
indian,istyara ali
indian,aashif
indian,druga lal
indian,paramjeet
indian,harish chand dua
indian,bhupender kumar
indian,manjeet singh
indian,naresh kumar
indian,amreek singh
indian,amit pande
indian,deen mohammad
indian,imran s/o maman singh
indian,parveen kumar
indian,shamsuddin
indian,pulkit
indian,tulshi ram
indian,gjender
indian,harshit
indian,jawhar lal
indian,mohit parsad uniyal
indian,sher hasan
indian,harsh @ prince
indian,iqbal hussain
indian,sultan
indian,ravi @golu
indian,satya parkash
indian,rajbir@changa
indian,vijay kapoor
indian,ajay singh
indian,shyam sharma
indian,amrit singh
indian,ram avtar
indian,udaiy kumar
indian,sardar kawaljeet singh
indian,mr. mohan lal keer
indian,sandeep kumar @messi
indian,baburam
indian,sahab ram
indian,dinesh pareek
indian,pradeep kumar
indian,ashu @ satender
indian,gangadhar
indian,arshad
indian,siwani
indian,gulshad
indian,parsnath
indian,chhedilal chaursiya
indian,rajesh mishra
indian,dilbar
indian,raj kishor mishra (work kartar ply wood factory kh
indian,moh. harun
indian,amuchla barman
indian,raja ravidas
indian,sardar gurmeet singh chauhan
indian,gurmeet singh
indian,shiv kant
indian,ashutosh sharma
indian,rahul sisodiya
indian,sehzada iqwal
indian,kamal  singh
indian,chandan kumar yadav
indian,sourabh
indian,sat pal
indian,sanjay kumar
indian,chotu @ sahil
indian,umesh yadav
indian,nittin rana
indian,ashwani saluja
indian,akilesh
indian,tarun kuamr
indian,amir
indian,suryanath pal
indian,hasan shekh
indian,tinku
indian,deepak sharma
indian,virender verma @ bindu
indian,hazari
indian,mayur bhatia
indian,mohmmd shahid
indian,sahid
indian,mohd sahil
indian,sanny s/o ram shanker
indian,chander mohan
indian,mahindra kumar
indian,vimlesh
indian,shashwat
indian,talib kha
indian,avadh bihari
indian,rustam
indian,samser khan
indian,sarfraj
indian,lalaram @ kalu
indian,moolchand
indian,puran chand
indian,kundan kr
indian,bachu kak
indian,anmol
indian,rishabh
indian,rajeev dutt
indian,deepak @ sonu
indian,pawan gupta
indian,हंसाराम
indian,sanjay rana
indian,veepinchand midas
indian,pawan malhotra
indian,badri narayan yadav
indian,babar ali khan
indian,dilshad saifi
indian,rinkoo
indian,gurvinder singh
indian,md. arfan
indian,surat singh
indian,ram darshan
indian,md sahid
indian,jai kumar gupta
indian,ragwender sharma
indian,matadeen
indian,kunal kumar
indian,halkuji
indian,karan singh
indian,ravindra singh
indian,iklakh
indian,puran singh
indian,shree ram
indian,shahnawaj
indian,shetan
indian,roop singh
indian,aashik ajiz
indian,kanta prasad
indian,anuj sharma
indian,jagat singh
indian,nisha
indian,muslim shekh
indian,sabir hussain
indian,bal kishan
indian,vikash @kaka
indian,banty babu
indian,veer singh@ monu
indian,mukesh jat
indian,ramswaroop
indian,narayan dutt
indian,azad singh
indian,not available
indian,naeem khan
indian,suresh kumar jain
indian,satbir
indian,sahid hussain
indian,shahrukh khan
indian,"suresh ,umar jain"
indian,bhushan kumar
indian,mohan singh tyagi
indian,mohd nihal
indian,chandan tivari
indian,jalaluddin
indian,mho. alpej
indian,dhramender singh
indian,bansilal
indian,jagjiwan ram
indian,gopal singh
indian,manak chand
indian,arvind mali
indian,kanhiya sukla
indian,manender pratap
indian,nand lal
indian,mohd. imran
indian,mansur malik
indian,kalish
indian,manav
indian,kali charan sain
indian,mohd. manudeen
indian,mahfuj
indian,madhan singh
indian,ajay @ kalu
indian,mhoomad sakir
indian,nijam
indian,om parkash yadav
indian,lalit arya
indian,viram singh
indian,tirlok joshi
indian,anish khan
indian,shiv ram @ neppu rai
indian,baldev raj
indian,ashish @chanchal
indian,sonu kumar
indian,aman puri
indian,mithun
indian,lakshit pandey
indian,vishal kapoor
indian,suraj bhatia
indian,vikramjeet sharma
indian,kamlesh urf jula
indian,kuldeep @ kalan
indian,mr. babu lal
indian,arif akram
indian,munajir alam
indian,ramchander singh
indian,aashu @ anil kumar
indian,trilochan kakkar
indian,sumit chugh
indian,vivekanand gupta
indian,indal paswan
indian,harjeet singh
indian,ramesh chander
indian,lakki
indian,soyam
indian,meenu
indian,munesh bhati
indian,ramjan
indian,akhilesh kumar
indian,aditya
indian,abhisekh
indian,p s eswaran
indian,babu lal
indian,krishan pal @ kishan
indian,shanbhu lal
indian,mohinuddin
indian,suminder
indian,ramesh chand
indian,sany@aman
indian,shamim ansari
indian,sachin pal
indian,rohan haldar
indian,boby kumar yadav
indian,ravi gupta
indian,keshave mahta
indian,deewan
indian,ram naresh
indian,unknown
indian,uday singh
indian,md aslam
indian,taj
indian,rajni
indian,ravi pruthi
indian,nandu
indian,ajay kumar jain
indian,mohd.amir
indian,mohit sharma
indian,kishan lal
indian,ravikant mahawar
indian,abhishek kumar
indian,daler singh
indian,vipin kashyap
indian,amit kumar giri
indian,akram rijwi
indian,amar singh @ golu
indian,naveen bansal
indian,mohd gaffar
indian,arsad
indian,vivek adak
indian,lawrence s
indian,khursheed
indian,gulshan kumar
indian,akhtar ali
indian,bablu ram
indian,somnath
indian,hari om
indian,lave kumar sharma
indian,lal jee
indian,ravinder @arun
indian,kabul singh
indian,ghan sayam
indian,amrish seni
indian,dhanna lal
indian,begraj singh
indian,shri subhash chand
indian,rafiq ahmed
indian,tapan kumar
indian,devinder
indian,hosiyarilal saini
indian,manoj sethi
indian,md. basir @ bechan
indian,gourav kumar
indian,mohd. shokat
indian,chirag @ chinu
indian,somnath joshi
indian,ghanshyam giri
indian,tosif @ paevesh
indian,prabhjeet singh
indian,ashok kumar
indian,shobharam
indian,dular
indian,bram parkash
indian,dharmvir @ raju
indian,raghuvir
indian,harish ahuja
indian,abdullah
indian,ajay singh rajawat
indian,rakesh kumar garg
indian,nwed
indian,jitendra
indian,raju kumar
indian,aditya sharma
indian,suraj bhan
indian,divyansh
indian,rihan
indian,chatar pal
indian,chitrangan dass
indian,bittu
indian,bal kirshan
indian,ronak
indian,rajesh mehta
indian,jyoti swroop
indian,mukeemuddin
indian,chander sekher
indian,tunni lal
indian,shailesh tiwari
indian,lal babu
indian,titu@devender
indian,ishan khan
indian,shah mohd
indian,dharmender kumar sharma
indian,shri ram narayan dass
indian,shekh malik
indian,punit
indian,kumar
indian,versha
indian,satyvrat
indian,harpal
indian,nawab hussain
indian,giri raj
indian,vidit kumar
indian,banwari lal
indian,mohd. sultan
indian,jeetu
indian,deepak kapoor
indian,ved prakash
indian,jeeshan khan
indian,lamani @ khedu
indian,roshan lal
indian,yasar ali
indian,yogeshwar
indian,akshay
indian,moh. aazad
indian,abhash lochan jha
indian,ajit kumar parsad
indian,dilip kumar tanwar
indian,akshpaat
indian,jiya lal
indian,rahul jain
indian,naseem
indian,sh. amar singh
indian,hari mohan gurjar
indian,harak khatri
indian,manpreet singh
indian,gaurav chhabra
indian,salim
indian,sant mishra
indian,satpal singh
indian,santosh kumar
indian,amit garg @ aamin jon
indian,deva ram
indian,mr. narender mali
indian,shahid alam
indian,sabbir alam
indian,ravindera tiwari
indian,udaiveer
indian,sumer
indian,jahagir khan
indian,gulreg
indian,suman mali @ sumit
indian,inder kumar
indian,javed
indian,shivam jain
indian,gyanendra
indian,rashid hussain
indian,bharma
indian,azam
lmh,mode
lmh,high
lmh,moderate
lmh,low,null
location,South Korea
location,Israel
location,North Korea
location,Portugal
location,Norway
location,India,Delhi,Kerala,Maharashtra
location,Italy
location,France
location,Iran
location,China
location,England
location,UK,United Kingdom,Britain
location,Switzerland
location,Germany
location,Spain
location,Netherlands,Holland,The Netherlands
location,Malaysia
location,Japan
location,Sweden
location,Australia
location,Brazil
location,Turkey
location,Austria
names,arvinder kaur w/o
names,banu
names,aarju
names,anju shakhya
names,smt lakhihadar
names,manu devi
names,ravinder
names,priynka katara
names,anita sahu
names,anju bala
names,joga ram
names,sarabjit kaur
names,virwanti
names,sukshana
names,chandni with his son karan
names,pritika
names,श्रीमती
names,ruksaar
names,jyoti  kumari  meena
names,बादाम बा
names,laxmi urf billu
names,smt parkashi
names,arbana
names,vinita tiwara
names,shayma
names,jaiguna
names,monika sharma
names,kumari mamta varma
names,sabnur @ sonu
names,ramu kunwar
names,nitu rani
names,meena yadav
names,rinke devi
names,shabnam praveen
names,buchhi
names,smt mohani bai
names,koslya
names,panku
names,ruvi
names,alka kumari
names,rashmi kumari
names,rajeena
names,santosh kumar vishvkarma
names,pooja rani and munna goswami
names,narender kaur
names,uma kasav
names,firdosh @ tannu
names,nidhi d/o late jagat singh
names,smt manju jat
names,smt angoori devi
names,parinka
names,smt mina
names,preeti @ reetu
names,fatima khatun
names,aarju khatun
names,neaha
names,sujli
names,muskan @ ruksar
names,ashmi
names,smt mamta
names,smt ishawari
names,pushpa hatwal
names,navjat
names,bavita
names,aashia kakkar d/o
names,shiteel
names,smt. rajani
names,smt. suman devi
names,bidami devi
names,smt amrita singh
names,kushi
names,saraswati devi
names,priyanka kumari
names,aasha @ gudia
names,neetu kumari
names,gosia
names,adiba
names,radha sharma
names,nasibu nisha
names,sonika sharma
names,kamlesh kumari
names,richa pathak
names,girijarani
names,kumari geeta
names,omwati @ aasha
names,sehrunisa
names,nupur gupta
names,nikky
names,neema mishra
names,hajrati
names,parvinder kaur
names,sabnam @ soni devi
names,kumud kumari
names,dipika ahuja
names,anjuman
names,koshalya
names,veerpal kour
names,km0 komal
names,budho devi
names,teja ram
names,shrimati shahida urf satto
names,smt nima garasiya
names,smt bhori
names,seeva khan
names,pitika
names,rekha urf riya
names,smt anju
names,kushumlata
names,karshma with two children
names,shivangi
names,karishma pandit
names,sanoj
names,madhuri pal
names,smt.aabida
names,sattu f @ santosh devi
names,smt. seeta
names,ku.shiv baai
names,chnada chouhan
names,meera sharma
names,kanya devi
names,pooja raghav
names,asmina
names,shrimati birmo w/o
names,shobha devi
names,parvti urf tunni
names,smt shimla
names,tamana banu
names,meera & manish
names,bindu devi mehra
names,shahnaz begum
names,ankeet kumar
names,rakhi kumari
names,bijali devi
names,km- pooja
names,genda devi
names,baby  bai
names,smt.anta devi
names,smt.kanta devi & garima
names,anupama negi
names,kumari anju
names,konti bai meena
names,manisha damor
names,marshilah
names,smt priyanka ghai
names,minakshi asawara
names,radhika pal
names,shakun
names,phoolla
names,smt. meena begam
names,asma
names,keshav bhardwaj
names,ladakunvar
names,yasmeen khan @ gudia
names,munna
names,suneeta
names,bhavana yadan
names,kumari archna
names,savita jain
names,firoja bano
names,smt maharaj
names,ranjana d/o sandhya
names,vinita devi
names,rachana mishra
names,manisha devi
names,smt moni
names,sayana
names,pooja/varsha
names,saviti
names,rukhsana khatun
names,rupam devi
names,ram bai
names,kallo
names,bharati
names,rina
names,smt. papudi
names,hemavanti devi
names,km. ushman
names,namarta d/o
names,"rama dua w/o surender dua r/o 16/28, east punjabi"
names,beby
names,manju@ minaxi
names,mumtaz
names,soni @ nilam
names,smt neeraj devi
names,guldasta @ guddu
names,rijwana
names,gurupreet kaur @ nainsi
names,niksiya
names,manisha  aamliya
names,rajani yadav
names,sisty
names,aakanksha d/o
names,sonam d/o
names,raj kumar
names,manju bairwa
names,shri. sarwan bairwa
names,harana
names,malti devi
names,meera jana alongwith minor girl omrita jana
names,birma devi
names,deou
names,smt. chander devi
names,irsad khan
names,sanjan kumari d/o
names,jayada
names,jesmin
names,chandrawati
names,anita saini
names,mansa
names,narmada
names,smt. pharjana
names,savitri jatav
names,gurmeet kaur
names,miss leela  purohit
names,shirishty
names,aarif
names,raju kanwar
names,rupa saini
names,reshmi
names,samreen khatun
names,kajar mouray
names,kaamini
names,aarati
names,kumari  kiran
names,smt.meera devi
names,smt priti
names,kumari shital
names,smt. pooja urf rani
names,punam mishra
names,reshmi sarkar
names,kiran mala
names,smt.sunita
names,rajbala sharma
names,sagit
names,vimlesh kumari@laxmi
names,gulabsa
names,ramsati
names,sanha
names,rohila
names,akansha mali
names,kumari neelam
names,smt. rekha jurjar
names,aashu maheshwari
names,sarbari parveen
names,irtu
names,smt rajbala
names,somdevi
names,ranjan devi
names,nelam bhatt
names,gulpacha
names,nanu
names,ruhhena
names,jeevanlata tuddu
names,sabreen@ pinki
names,babita sarkar
names,madina khatun
names,lata @ neha
names,sakshi dikshit
names,deepa urf savitri
names,smt.prema devi
names,praveena bai
names,lal kunwar urf vishnu kunwar
names,mahlikka
names,ashrabi khatoon
names,smt preeti devi
names,priya gautam
names,kanti
names,bebi devi
names,vidisha
names,pooja arora
names,reena kumari
names,bimla devi ( with 5 years child subham )
names,evan d/0 parbhuram ode r/0 kibla ps jaswantpura
names,kajal kapoor
names,beni devi pandey
